seed,info_mode,method,support_mask,period,reference_bin,action_index,price,optimal_action,myopic_action,matches_optimal,matches_myopic,off_support,ranking_len,valid_output,parse_note,raw_response,cell_id
0,oracle_info,DP oracle,none,0,3,10,2.0,10,1,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,3,10,2.0,10,1,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,3,1,0.65,10,1,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,3,1,0.65,10,1,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,3,1,0.65,10,1,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,3,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,3,1,0.65,10,1,False,True,False,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,3,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,4,10,2.0,10,1,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,4,10,2.0,10,1,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,4,1,0.65,10,1,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,4,1,0.65,10,1,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,4,1,0.65,10,1,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,4,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,4,10,2.0,10,1,True,False,False,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,4,10,2.0,10,1,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,5,10,2.0,10,2,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,5,10,2.0,10,2,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,5,2,0.8,10,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,5,2,0.8,10,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,5,2,0.8,10,2,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,5,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,5,5,1.25,10,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,5,10,2.0,10,2,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,6,10,2.0,10,2,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,6,10,2.0,10,2,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,6,2,0.8,10,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,6,2,0.8,10,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,6,2,0.8,10,2,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,6,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,6,10,2.0,10,2,True,False,False,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,6,10,2.0,10,2,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,7,10,2.0,10,2,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,7,10,2.0,10,2,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,7,2,0.8,10,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,7,2,0.8,10,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,7,2,0.8,10,2,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,7,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,7,8,1.7,10,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,7,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,8,10,2.0,10,2,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,8,10,2.0,10,2,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,8,2,0.8,10,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,8,2,0.8,10,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,8,2,0.8,10,2,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,8,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,8,8,1.7,10,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,8,10,2.0,10,2,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,9,3,0.95,3,2,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,9,2,0.8,3,2,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,9,2,0.8,3,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,9,2,0.8,3,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,9,3,0.95,3,2,True,False,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,9,2,0.8,3,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,9,10,2.0,3,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,9,2,0.8,3,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,10,3,0.95,3,3,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,10,3,0.95,3,3,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,10,3,0.95,3,3,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,10,3,0.95,3,3,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,10,3,0.95,3,3,True,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,10,3,0.95,3,3,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,10,2,0.8,3,3,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,10,3,0.95,3,3,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,11,10,2.0,10,3,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,11,10,2.0,10,3,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,11,3,0.95,10,3,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,11,3,0.95,10,3,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,11,3,0.95,10,3,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,11,3,0.95,10,3,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,11,3,0.95,10,3,False,True,False,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,11,3,0.95,10,3,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,12,5,1.25,5,3,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,12,5,1.25,5,3,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,12,3,0.95,5,3,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,12,5,1.25,5,3,True,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,12,3,0.95,5,3,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,12,5,1.25,5,3,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,12,4,1.1,5,3,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,12,5,1.25,5,3,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,13,4,1.1,4,3,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,13,3,0.95,4,3,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,13,3,0.95,4,3,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,13,3,0.95,4,3,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,13,4,1.1,4,3,True,False,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,13,3,0.95,4,3,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,13,8,1.7,4,3,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,13,3,0.95,4,3,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,14,4,1.1,4,4,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,14,4,1.1,4,4,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,14,4,1.1,4,4,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,14,4,1.1,4,4,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,14,4,1.1,4,4,True,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,14,4,1.1,4,4,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,14,6,1.4,4,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,14,4,1.1,4,4,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,15,4,1.1,4,4,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,15,4,1.1,4,4,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,15,4,1.1,4,4,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,15,4,1.1,4,4,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,15,4,1.1,4,4,True,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,15,4,1.1,4,4,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,15,3,0.95,4,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,15,4,1.1,4,4,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,16,5,1.25,5,4,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,16,5,1.25,5,4,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,16,4,1.1,5,4,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,16,4,1.1,5,4,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,16,4,1.1,5,4,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,16,4,1.1,5,4,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,16,6,1.4,5,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,16,5,1.25,5,4,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,17,5,1.25,5,4,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,17,5,1.25,5,4,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,17,4,1.1,5,4,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,17,4,1.1,5,4,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,17,5,1.25,5,4,True,False,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,17,5,1.25,5,4,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,17,7,1.55,5,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,17,5,1.25,5,4,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,18,5,1.25,5,5,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,18,5,1.25,5,5,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,18,5,1.25,5,5,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,18,5,1.25,5,5,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,18,5,1.25,5,5,True,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,18,5,1.25,5,5,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,18,7,1.55,5,5,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,18,5,1.25,5,5,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,19,6,1.4,6,5,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,19,6,1.4,6,5,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,19,5,1.25,6,5,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,19,5,1.25,6,5,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,19,5,1.25,6,5,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,19,5,1.25,6,5,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,19,10,2.0,6,5,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,19,6,1.4,6,5,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,0,20,6,1.4,6,5,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,0,20,6,1.4,6,5,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,0,20,5,1.25,6,5,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,0,20,5,1.25,6,5,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,0,20,5,1.25,6,5,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,0,20,5,1.25,6,5,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,0,20,9,1.85,6,5,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,0,20,6,1.4,6,5,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,1,0,10,2.0,10,0,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,1,0,10,2.0,10,0,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,1,0,0,0.5,10,0,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,1,0,0,0.5,10,0,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,1,0,1,0.65,10,0,False,False,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,1,0,0,0.5,10,0,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,1,0,7,1.55,10,0,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,1,0,0,0.5,10,0,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,1,1,10,2.0,10,1,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,1,1,0,0.5,10,1,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,1,1,1,0.65,10,1,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,1,1,0,0.5,10,1,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,1,1,1,0.65,10,1,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,1,1,0,0.5,10,1,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,1,1,9,1.85,10,1,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,1,1,0,0.5,10,1,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,1,2,10,2.0,10,1,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,1,2,1,0.65,10,1,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,1,2,1,0.65,10,1,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,1,2,1,0.65,10,1,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,1,2,1,0.65,10,1,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,1,2,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,1,2,8,1.7,10,1,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,1,2,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,1,3,10,2.0,10,1,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,1,3,1,0.65,10,1,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,1,3,1,0.65,10,1,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,1,3,1,0.65,10,1,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,1,3,1,0.65,10,1,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,1,3,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,1,3,7,1.55,10,1,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,1,3,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,1,4,10,2.0,10,1,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,1,4,10,2.0,10,1,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,1,4,1,0.65,10,1,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,1,4,1,0.65,10,1,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,1,4,1,0.65,10,1,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,1,4,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,1,4,2,0.8,10,1,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,1,4,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,1,5,10,2.0,10,2,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,1,5,2,0.8,10,2,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,1,5,2,0.8,10,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,1,5,2,0.8,10,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,1,5,2,0.8,10,2,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,1,5,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,1,5,3,0.95,10,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,1,5,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,1,6,10,2.0,10,2,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,1,6,2,0.8,10,2,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,1,6,2,0.8,10,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,1,6,2,0.8,10,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,1,6,2,0.8,10,2,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,1,6,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
